tau,total_energy_fraction,total_critical_fraction,C0_fraction,E0_fraction,N0,minority0,scale0,Rinf0,concentration0,Q3_0,Q8_0,Q16_0,C1_fraction,E1_fraction,N1,minority1,scale1,Rinf1,concentration1,Q3_1,Q8_1,Q16_1
0.0,1.0,1.0,1.0,1.0,6.605439459966551,0.34596281833177905,1.0,1.0,10.84063717581401,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0025,0.9999999947992605,0.9999895264426635,0.9999769241591434,0.9999917089268737,6.6053417992686665,0.34596033178516,0.9999852151096871,1.0006414501624081,10.847475492548842,1.0002998814978106,1.0008703395993546,1.00084624461929,1.253934053046621e-05,8.154896330259289e-06,10.156824978211077,0.4144095665786521,1.5376456085576644,0.004723677742790108,27.572878112767068,0.004080447026023455,0.004554794065106839,0.004687738863174045
0.005,0.9999999895985536,0.9999868230369532,0.9999363687988447,0.9999668073325837,6.605238393400753,0.34595729460625774,0.9999695604558915,1.0012503604740357,10.854041622191192,1.0005889555243617,1.001725323799556,1.0016715712881021,5.020199018686735e-05,3.26583750313675e-05,10.153787707768322,0.41433167736493415,1.537185795026534,0.00944939506020352,27.554205446993233,0.008166323208452078,0.009115914247499789,0.009381018790927762
0.0075,0.9999999843977758,0.9999919043617728,0.9998782837823129,0.9999252393542546,6.605129274589123,0.3459537103865235,0.999953040917367,1.0018267011498019,10.860335754363383,1.000867164319489,1.0025648750196312,1.002475971669424,0.00011305103530135643,7.356596186210802e-05,10.150778303821573,0.41425396192470476,1.536730200214866,0.014175564824406187,27.53305162247263,0.012257324500857026,0.013682914685401198,0.014079390260019826
0.01,0.9999999791968236,1.0000047843371425,0.9998026222465419,0.9998669522103458,6.60501447574197,0.3459495828296075,0.9999356614760976,1.0023704480341353,10.866358115494513,1.00113445204584,1.0033889193644834,1.003259444216043,0.00020114444174794505,0.0001309296375655392,10.14779737711976,0.414176412208158,1.5362789165841735,0.018900600786896243,27.50942456968764,0.016353148043526777,0.0182553507882229,0.01878240773706168
0.0125,0.9999999739955935,1.0000254762217822,0.9997093406134964,0.9997918962144997,6.604894030436092,0.3459449157503859,0.9999174272152875,1.002881582615147,10.87210896879038,1.00139076479969,1.004197386623261,1.004021994148556,0.00031453508203748917,0.0002047978393387223,10.144845517622683,0.41409901943802946,1.535832033448696,0.023622918706314194,27.483333070442523,0.020453492264221065,0.022832779425760785,0.02348962987481942
0.015,0.9999999687939816,1.0000539926109135,0.9995983985995321,0.9997000247877343,6.6047679729033595,0.3459397130739488,0.9998983433173129,1.003384076011707,10.87784862833804,1.001636050620778,1.0049902102657335,1.0047636334301073,0.00045327076398216977,0.0002952154639379646,10.141923293984924,0.4140217741208921,1.5353896368972673,0.02834093747588301,27.454786754620542,0.024558056976553357,0.027414759119932762,0.028200619712474354
0.0175,0.9999999635918837,1.0000903454342795,0.9994697592230555,0.9995912944689759,6.604636338016988,0.3459339788345538,0.9998784150616428,1.003975403654189,10.884634318882863,1.0018702595011606,1.0057673274366847,1.0054843807377722,0.0006173942608145146,0.0004022238723750555,10.139031253068877,0.41394466606094515,1.5349518097195944,0.033053080249330964,27.423796096507818,0.028666543475980855,0.032000850238870275,0.032914944879811996
0.02,0.9999999583891962,1.000134545954382,0.9993233888104227,0.9994656649239341,6.60449916127758,0.345927717174546,0.9998576478227271,1.0045332439963959,10.891140393219958,1.0020933433930759,1.0065286789483503,1.006184261430529,0.0008069433426496402,0.0005258608961603335,10.136169919487747,0.41386768437626487,1.5345186313370702,0.03777809012729765,27.405109069338312,0.032778654633237904,0.03659061519314893,0.037632177805227665
0.0225,0.9999999531858155,1.000186604764922,0.9991592570000836,0.9993230989523194,6.604356478798967,0.3459209323432476,0.9998360470678526,1.0050575914914877,10.897367190759104,1.0023052562158268,1.0072742092709233,1.0068633075137494,0.0010219508091833863,0.0006661608450489364,10.133339795179342,0.41379081751747415,1.534090177738251,0.04251165648414824,27.392027252756815,0.03689409498488217,0.04118361863391837,0.04235189592735129
0.025,0.9999999479816367,1.0002465317894544,0.9989773367449781,0.9991635624934059,6.604208327293882,0.345913628695819,0.9998136183549738,1.0055484464120885,10.903315088629157,1.0025059538616876,1.0080038665211388,1.007521557600139,0.00126244452352334,0.0008231545162472491,10.130541359011353,0.41371405328878386,1.5336665214190992,0.04724238880068329,27.37643629643991,0.04101257082075402,0.04577942765266812,0.047073681910006444
0.0275,0.9999999427765565,1.0003143362802425,0.9987776043131887,0.9989870246299452,6.604054744059421,0.3459058106920936,0.9997903673305126,1.0060058148497175,10.908984501565007,1.0026953942008388,1.0087176024489792,1.0081590568670682,0.0015284474470543734,0.0009968692050373565,10.127775066418824,0.41363737887134566,1.5332477313281,0.05196868932700946,27.358344495090567,0.045133790268754394,0.050377611982342155,0.051797123860129045
0.03,0.99999993757047,1.0003900268173098,0.9985600392868612,0.9987934575904382,6.603895766962347,0.34589748289538935,0.9997662997271325,1.0064297087117744,10.914375881784133,1.0028735370853206,1.0094153724225088,1.00877585701022,0.001819977675245217,0.0011873287167782282,10.125041349074346,0.41356078084885023,1.5328338728163315,0.05668896529468921,27.337761010400403,0.04925746337844702,0.054977744199492466,0.056521815548180566
0.0325,0.9999999323632734,1.0004736113076882,0.9983246245594042,0.998582836749767,6.603731434424255,0.345888649971298,0.9997414213614934,1.0068201457160793,10.91948971885266,1.0030403443520108,1.0100971354108719,1.009372016193492,0.0021370484743077275,0.0013945533802433964,10.122340614591486,0.41348424523529603,1.5324250075925676,0.061401630055076026,27.314695866509357,0.053383302200861946,0.05957939992714068,0.06124735663050005
0.035,0.9999999271548623,1.0005650969848567,0.9980713463309768,0.9983551406282024,6.603561785406546,0.3458793166864541,0.9997157381319768,1.0071771493829533,10.924326539540724,1.0031957798246371,1.010762853965485,1.009947598995097,0.0024796683186258587,0.0016185600622560087,10.119673246261918,0.413407757504847,1.5320211936834802,0.06610510421164979,27.28915994498803,0.05751102086422213,0.06418215803799551,0.06597335287294928
0.0375,0.9999999219451322,1.0006644904083661,0.9978001941022795,0.9981103508887931,6.603386859395292,0.345869487907287,0.999689256016394,1.0075007490248238,10.928886907667033,1.003339809314836,1.0114124941994445,1.0105026763497853,0.0028478409288768395,0.0018593621835833673,10.117039602826493,0.41333130262368706,1.5316224853989844,0.07079781674514979,27.26116497934572,0.06164033564885038,0.06878560085765562,0.07069941637511722
