tau,total_energy_fraction,total_critical_fraction,C0_fraction,E0_fraction,N0,minority0,scale0,Rinf0,concentration0,Q3_0,Q8_0,Q16_0,C1_fraction,E1_fraction,N1,minority1,scale1,Rinf1,concentration1,Q3_1,Q8_1,Q16_1
0.0,1.0,1.0,1.0,1.0,6.605439459966551,0.345962818331779,0.9999999999999999,1.0000000000000002,10.830805664468546,1.0,1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0025,0.9999999947992605,0.9999895264426637,0.9999769241591433,0.9999917089268737,6.605341799268666,0.34596033178515995,0.9999852151096869,1.0007178582177645,10.838465331441226,1.0002998811845718,1.0008703395993548,1.0008462446192903,1.2539340530466216e-05,8.154896330259294e-06,10.156824978211077,0.4144095665786521,1.5376456085576642,0.0046929968767265885,27.36894511440664,0.004080448549412918,0.00455479406510684,0.004687738579522309
0.005,0.9999999895985536,0.9999868230369535,0.9999363687988447,0.9999668073325837,6.605238393400753,0.34595729460625774,0.9999695604558914,1.0014033777438918,10.845855231553909,1.0005889548971358,1.001725323799556,1.0016715712881021,5.020199018686738e-05,3.265837503136751e-05,10.153787707768322,0.41433167736493415,1.5371857950265337,0.009388048512076195,27.350493384123702,0.008166326318453918,0.009115914247499792,0.009381018465468505
0.0075,0.9999999843977759,0.9999919043617729,0.9998782837823129,0.9999252393542547,6.605129274589122,0.3459537103865235,0.9999530409173667,1.002056515773536,10.852975431814285,1.0008671633784507,1.0025648750196314,1.0024759716694243,0.0001130510353013565,7.356596186210805e-05,10.150778303821573,0.41425396192470476,1.5367302002148657,0.014083609337715455,27.329639345001887,0.012257329248243335,0.013682914685401198,0.014079390150284976
0.01,0.9999999791968238,1.0000047843371427,0.9998026222465419,0.999866952210346,6.605014475741969,0.3459495828296075,0.9999356614760974,1.0026772351044813,10.859826035911203,1.0011344507921216,1.0033889193644836,1.0032594442160432,0.00020114444174794516,0.00013092963756553927,10.14779737711976,0.4141764122081581,1.5362789165841733,0.01877813405886982,27.306389847132422,0.016353154474376387,0.0182553507882229,0.018782408096881188
0.0125,0.9999999739955935,1.0000254762217822,0.9997093406134964,0.9997918962144998,6.604894030436091,0.3459449157503859,0.9999174272152873,1.0032655041537624,10.866407184197657,1.0013907632354135,1.0041973866232612,1.004021994148556,0.00031453508203748933,0.00020479783933872238,10.144845517622684,0.41409901943802946,1.535832033448696,0.023470078760969702,27.28075258046431,0.02045350042737753,0.02283277942576079,0.023489630935796334
0.015,0.9999999687939816,1.0000539926109133,0.9995983985995321,0.9997000247877343,6.6047679729033595,0.3459397130739488,0.9998983433173126,1.0038212969720446,10.872719053664722,1.0016360487490847,1.0049902102657338,1.0047636334301076,0.00045327076398217004,0.0002952154639379647,10.141923293984926,0.4140217741208921,1.5353896368972675,0.028157902016548803,27.25273607201965,0.024558066929678567,0.027414759119932762,0.028200621667177076
0.0175,0.9999999635918837,1.00009034543428,0.9994697592230555,0.9995912944689759,6.604636338016988,0.3459339788345538,0.9998784150616425,1.0043445932557282,10.878761857906293,1.0018702573262295,1.0057673274366847,1.0054843807377725,0.000617394260814515,0.0004022238723750557,10.139031253068877,0.41394466606094515,1.5349518097195942,0.03284006599125016,27.222349682666383,0.02866655528895777,0.03200085023887028,0.03291494786744033
0.02,0.9999999583891963,1.000134545954382,0.9993233888104227,0.9994656649239342,6.604499161277579,0.345927717174546,0.9998576478227269,1.004835378356755,10.884535847074337,1.0020933409201407,1.0065286789483505,1.0061842614305292,0.0008069433426496406,0.0005258608961603337,10.136169919487747,0.41386768437626487,1.53451863133707,0.037515037547791466,27.18960360344775,0.03277866838792421,0.036590615193148934,0.03763218190038333
0.0225,0.9999999531858155,1.000186604764922,0.9991592570000837,0.9993230989523194,6.604356478798969,0.34592093234324767,0.9998360470678527,1.005293643290084,10.890041307824514,1.002305253451181,1.007274209270923,1.0068633075137494,0.0010219508091833867,0.0006661608450489368,10.133339795179342,0.4137908175174742,1.5340901777382507,0.04218128934673901,27.154508851468293,0.03689411077075176,0.041183618633918374,0.042351901132393545
