tau,total_energy_fraction,total_critical_fraction,C0_fraction,E0_fraction,N0,minority0,scale0,Rinf0,concentration0,Q3_0,Q8_0,Q16_0,C1_fraction,E1_fraction,N1,minority1,scale1,Rinf1,concentration1,Q3_1,Q8_1,Q16_1,C2_fraction,E2_fraction,N2,minority2,scale2,Rinf2,concentration2,Q3_2,Q8_2,Q16_2
0.905,0.8972294937883784,1.3595904950444446,0.2989396413802041,0.29941840576020384,6.798344721602379,0.41581725220741733,0.9984010188726232,0.44919456563027715,12.240826486080731,0.48542014413638107,0.4639264948709285,0.46256731377827476,0.7583320025165635,0.485423426601,10.637432552260883,0.4295391995618992,1.5622072626912669,0.7622887578427198,25.52749978509184,0.8384516351955705,0.735739031106606,0.7369364980565843,0.2156499728669424,0.07018170634525694,20.922985381856986,0.4947298108306805,3.0727376704986105,0.20327321224424494,35.21309131921024,0.3345628299466425,0.2110216051425716,0.19875749751819016
0.9075,0.8967692520339079,1.360365201262863,0.29854846037996546,0.2990085621971427,6.7987547948812965,0.4155057923788902,0.9984612419999064,0.44877584301215884,12.238532624798298,0.4848140741735297,0.4630482133711633,0.4617232308439264,0.7573819618172514,0.4847217725329283,10.63948475998347,0.42966652718749493,1.5625086487440596,0.7609051308511362,25.504520228115506,0.8374993323634468,0.7344685367470976,0.7356202935014279,0.21698818981673584,0.07060625586158466,20.926234203008324,0.49488876208594323,3.073214790515388,0.20358055343552572,35.16560502553558,0.3357035497754564,0.2118224896204312,0.19935940417654036
0.91,0.8963076419171669,1.3611395778906032,0.2981667316449763,0.2986083326547675,6.799162629416133,0.4151948791117366,0.9985211363465138,0.4483566835781472,12.236027059890793,0.4842182579657094,0.46218083591125453,0.4608929348551965,0.7564095586960362,0.4840067581078778,10.64152205816472,0.42979344970802913,1.5628078451901364,0.7595052597333315,25.481273848561717,0.8365323805755908,0.7331853000497248,0.7342948027399162,0.21833081393357112,0.07103221693637932,20.929450752400925,0.49504223776189993,3.073687171120129,0.20408915055502305,35.152998653199354,0.33684538012294213,0.21262078002949636,0.19995201352203132
0.9125,0.8958446564665874,1.3619136804447398,0.29779438816291814,0.29821764679662927,6.799568250370385,0.4148845777743291,0.9985807056079421,0.4479370250801411,12.233308895467772,0.4836326497258833,0.46132427127009784,0.4600761391764265,0.7554149095826678,0.48327847667652307,10.643544134129154,0.42991992581642746,1.5631048061101547,0.7580897663580941,25.457777425178453,0.8355508386802789,0.7318894211898939,0.7329601049046136,0.21967767346950995,0.0714595391997127,20.932633805875874,0.4951904751057437,3.0741546325335545,0.204472246323214,35.11886335035914,0.3379881333556897,0.21341649711610963,0.20053637407384792
0.915,0.895380288608394,1.3626875601756923,0.29743136111898566,0.29783643248462066,6.799971683776037,0.41457495285457324,0.9986399536072338,0.4475168025197858,12.230377226742597,0.4830572008107344,0.4604784250792827,0.45927255587925564,0.7543981391188097,0.48253702639860824,10.645550679034203,0.43004591219971006,1.5633994861476717,0.7566592672186845,25.434047509826883,0.8345547716994768,0.7305810101703056,0.7316162874659212,0.22102859597872102,0.0718881718524286,20.93578224000505,0.49533371179429325,3.0746170097696535,0.2047308621350835,35.06356749303927,0.33913162253974277,0.21420966768356553,0.20111351030578634
0.9175,0.8949145311574827,1.3634612625960474,0.29707757990174916,0.2974646157926807,6.800372956358788,0.4142660678667066,0.9986988842693098,0.4470959483741135,12.22723114543473,0.48249185971705877,0.4596431998683972,0.45848189622091484,0.7533593802838687,0.4817825102864033,10.647541388562852,0.4301713636183726,1.5636918406108642,0.7552143736487634,25.410100436365315,0.833544250926759,0.7292601870859814,0.7302634466703081,0.22238340934389988,0.07231806393045279,20.938895049294477,0.49547218577785945,3.075074155162155,0.204866425914117,34.98754485342719,0.34027566249784663,0.21500032868192612,0.2016844251486914
0.92,0.8944473768088171,1.3642348261269905,0.2967329721220587,0.29710212103230355,6.800772095390094,0.4139579852673186,0.9987575015992404,0.4466743928441448,12.223869745606446,0.4819365720953816,0.4588184951419688,0.4577038711379961,0.752298774405076,0.4810150361849129,10.649515963388813,0.4302962329784887,1.563981825540845,0.7537556917425912,25.385952320642843,0.8325193539454794,0.7279270822365455,0.7289016877427623,0.2237419427779795,0.07274916456466433,20.941971361628546,0.49560613526547365,3.0755259406326605,0.204880754806408,34.89129063344438,0.34142007101794525,0.21578853145041121,0.20225010387673267
0.9225,0.8939788181294641,1.3650082808538135,0.29639746364434355,0.29674887078918993,6.801169128566625,0.41365076638119813,0.9988158096645425,0.44627285185920706,12.220861387073128,0.4813912807803086,0.45800420748692067,0.45693819175200934,0.7512164710611937,0.4802347166943176,10.651474109425262,0.43042047139560796,1.5642693977481914,0.7523327163646516,25.363267419680675,0.8314801645753706,0.7265818360894473,0.7275311248514107,0.22510402777503236,0.07318142322921893,20.9450104516349,0.49573579878015717,3.075972259653399,0.20477604021506257,34.775357965721724,0.3425646701214679,0.21657434587657687,0.20281151885006177
0.925,0.8935088475517208,1.3657816473707247,0.29607097862932796,0.2964047859700865,6.8015640839167455,0.4133444713371188,0.9988738125814463,0.44587713429512915,12.217819430670868,0.48085592583666714,0.45720023070837795,0.45618456988200434,0.7501126278931576,0.4794416690421538,10.653415537878837,0.4305440282505285,1.564554514820875,0.7509817565988703,25.34327163227752,0.8304267727540863,0.7252245991037983,0.7261518808427695,0.22646949898934246,0.07361478997240142,20.948011751800657,0.4958614152183521,3.0764130288797538,0.20455483437697372,34.6403547396615,0.3437092873841377,0.21735786424678416,0.20336963458194052
0.9275,0.8930374573681372,1.3665549356978437,0.2957534395869364,0.2960697858586571,6.801956989732617,0.41303915901326504,0.998931514504922,0.44548047200213564,12.214559812984554,0.48033044462011876,0.45640645599085844,0.45544271855888435,0.7489874103377161,0.47863601491409064,10.655339965139476,0.4306668512380644,1.5648371351080843,0.7496140840275862,25.322971959376147,0.8293592743635393,0.7238555314289721,0.7247640867645957,0.22783819502762057,0.07404921562554577,20.950974861319644,0.4959832238550086,3.0768481894495596,0.20422003758732077,34.486940596853316,0.34485375694706477,0.21813920458114788,0.20392541261631209
0.93,0.8925646397294367,1.3673281442684,0.2954447674380658,0.2957437881791596,6.802347874525841,0.4127348869917401,0.9989889196221672,0.44508278750097535,12.211081629469355,0.4798147718507228,0.4556227720814157,0.4547123525358336,0.7478409913015124,0.4778178802527733,10.657247112542661,0.4307888864108274,1.565117217685308,0.7482303080620956,25.30238420219022,0.8282777710125375,0.7224748024946995,0.7233678811989503,0.22920995914533412,0.07448465198708627,20.953899552773112,0.4961014642438953,3.0772777079642286,0.20409857603361478,34.370333695209474,0.34599792003369545,0.21891851327275685,0.20447981574378596
0.9325,0.8920903866463374,1.368101259004886,0.2951448815839621,0.2954267091667794,6.802736767004162,0.41243171152148694,0.9990460321491846,0.44468400244536527,12.207384009510024,0.4793088396979412,0.45484906549124626,0.4539931887895879,0.746673550793097,0.4769873950340641,10.659136706044384,0.4309100782206162,1.5653947223065992,0.7468310303186559,25.281523871012602,0.8271823697871219,0.721082590509896,0.7219634094303954,0.23058463984317956,0.07492105198015213,20.95678577682575,0.4962163759706636,3.0777015771784053,0.20412017449401784,34.2784348813287,0.347141625392111,0.21969596688445658,0.2050338111511673
0.935,0.8916146899960475,1.3688742525196065,0.2948536999821555,0.29511846364369876,6.803123696066475,0.41212968748900314,0.9991028563300499,0.44428403787624315,12.203466121629509,0.47881257787582376,0.45408522071261714,0.4532849470080412,0.745485275529193,0.4761446930292516,10.661008475849643,0.43103036956011065,1.5656696093500184,0.7454168429481027,25.26040613429991,0.8260731829794775,0.7196790818862143,0.7205508224736134,0.23196209136300935,0.07535836978307205,20.959633665142636,0.4963281982237956,3.078119816428348,0.20403785617482864,34.16968732750267,0.3482847296301273,0.22047177299533227,0.2055883721912571
0.9375,0.8911375415337875,1.3696470834797927,0.2945711392282199,0.29481896510028976,6.803508690813445,0.41182886839640725,0.9991593964384698,0.4438828144638947,12.199327178274286,0.47832591374747413,0.45333112044859514,0.4525873500607561,0.7442763585294822,0.4752899115605985,10.662862156033055,0.43114970180714507,1.5659418397619158,0.7439883267823879,25.239045761282316,0.8249503278059224,0.71826447059997,0.7191302759821834,0.23334217408360428,0.07579656093257935,20.96244353170359,0.4964371691560047,3.0785324718249534,0.2038546134615507,34.044739258121155,0.3494270974338995,0.22124617003146138,0.2061444785727098
0.9400000000000001,0.8906589329092441,1.3704196961672277,0.29429711464294517,0.29452812578113885,6.803891780570969,0.4115293063466549,0.9992156567812289,0.44348025273816083,12.19496644018104,0.47784877243834056,0.45258664585379477,0.4519001244501491,0.7430469987117218,0.4744231912562275,10.664697484185892,0.43126801487293315,1.5662113750050957,0.7425460493359577,25.217457059247906,0.8238139261236052,0.7168389575035129,0.7177019290573037,0.23472475481561988,0.07623558239939034,20.965215872620902,0.4965435250165297,3.0789396162269886,0.20364149301190704,33.915565478216635,0.35056860169491094,0.2220194260600024,0.2067031148992853
0.9425,0.8901788556874586,1.3711920202405192,0.2940315403647479,0.2942458567758509,6.804272994923801,0.411231052035939,0.9992716417031272,0.4430762733080864,12.19038322035664,0.47738107695816034,0.4518516767850083,0.4512230007421979,0.7417974004965427,0.473544675809057,10.666514201117893,0.4313852472543532,1.5664781770150247,0.7410905627011759,25.195653806722326,0.8226641041528536,0.715402749595272,0.7162659429735061,0.23610970699246425,0.07667539263530199,20.967951364477145,0.49664749904387173,3.0793413489969836,0.20333437721955774,33.771559733410385,0.3517091235183936,0.22279183657121163,0.20726526762722805
0.9450000000000001,0.8896973013734402,1.3719639706824045,0.2937743294472377,0.2939720681146753,6.804652363756399,0.41093415475346323,0.9993273555929791,0.44267079707322476,12.185576887724903,0.4769227483315365,0.45112609206096593,0.4505557139763512,0.7405277734292394,0.47265451174350964,10.668312050635404,0.43150133608899677,1.5667422081672489,0.7396224013802831,25.17364918389522,0.8215009922099934,0.7139560592571872,0.7148224798390195,0.23749691075085064,0.07711595159027008,20.970650861119456,0.4967493201197189,3.079737795530441,0.20311225738735394,33.6424987078382,0.3528485520137212,0.22356372131887606,0.2078319206506329
0.9475,0.88921426143977,1.3727354478934497,0.2935253939617695,0.29370666886892577,6.805029917297743,0.4106386623887968,0.9993828028901952,0.4422637454293787,12.180546870510724,0.4764737057370562,0.45040976973054486,0.4498980040547912,0.7392383318243582,0.4717528481930717,10.67009077941047,0.43161621721035565,1.56700343125817,0.7381420801020167,25.151455701848686,0.8203247244518713,0.7124991034692939,0.7133717012116931,0.23888625289257515,0.07755722069739451,20.97331538880138,0.4968492111988033,3.0801291065423695,0.20410453867620304,33.71482764530547,0.3539867839753689,0.22433542033514223,0.2084040498578266
0.9500000000000001,0.8887297273566219,1.3735063378835097,0.29328464510459457,0.29344956725597293,6.805405686166228,0.4103446214468894,0.9994379880913759,0.441855040471938,12.17529265944602,0.4760338666546041,0.4497025873485559,0.44924961611142233,0.7379292944378826,0.4708398366914529,10.671850136948677,0.4317298251994617,1.5672618095003215,0.736650091678212,25.129085132394298,0.8191354386344782,0.7110321030134988,0.7119137666966806,0.2402776267188392,0.07799916282364718,20.975946139573217,0.49694738754661216,3.080515457096594,0.20501261724958317,33.77298842977173,0.3551237232823296,0.22510728927929025,0.2089826171155691
